reporter,partner,year,export_usd,import_usd,trade_value,source,data_type,verification_status,currency,unit,bilateral_tariff,tariff_reduction,cumulative_reduction,distance_km,contiguity,common_language,gravity_score,reporter_gdp_billion,reporter_population_million,reporter_trade_percent_gdp,partner_gdp_billion,partner_population_million,partner_trade_percent_gdp,dataset_version,integration_timestamp,data_authenticity,hs_code,total_trade,trade_balance,gdp_reporter,gdp_partner,population_reporter,population_partner,product_description,data_source,collection_timestamp,reporter_iso,partner_iso,rep_exchange_rate,rep_GDP-CAP,rep_gdp_ppp_current_usd,rep_GDP-PPP-CAP,rep_gdp_current_usd,rep_GDP-VOL,rep_population,rep_total_exports_usd_k,rep_total_imports_usd_k,rep_tariff_ahs_weighted,rep_tariff_mfn_weighted,par_exchange_rate,par_GDP-CAP,par_gdp_ppp_current_usd,par_GDP-PPP-CAP,par_gdp_current_usd,par_GDP-VOL,par_population,par_total_exports_usd_k,par_total_imports_usd_k,par_tariff_ahs_weighted,par_tariff_mfn_weighted
THA,MYS,2018,474.11,316.07,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,790.18,158.04,1816.12,1816.12,69000000.0,32000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328347,THA,MYS,32.310225743,7099.7736307,1256761.95,17607.607148,506754.0,475628.765,71.3760785,231250511.36,280430322.8,6.64,8.47,4.0351301371,10901.806683,869461.6927,26418.600605,358789.0,334564.2688,32.910967,231483184.6,335099506.71,2.66,4.7
THA,MYS,2019,251.52,167.68,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,419.2,83.84,2108.92,2108.92,69000000.0,32000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328350,THA,MYS,31.047605781,7605.7008872,1283337.04,17943.180803,543977.0,485686.2603,71.522271,219755477.99,274455584.07,6.45,8.65,4.1424697357,10920.20027,907831.4282,27147.585581,365178.0,349328.7404,33.4405955,226490386.96,333954500.0,2.88,4.89
THA,MYS,2020,367.92,245.28,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,613.2,122.64,1047.43,1047.43,69000000.0,32000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328353,THA,MYS,31.29367321,6985.5756128,1205477.324,16826.526547,500457.0,456219.8044,71.6414835,197955677.83,260938320.44,5.67,7.81,4.203481949,9957.521282,858291.8917,25326.145565,337456.0,330266.1883,33.8895585,210912634.46,328732126.69,2.81,4.85
THA,MYS,2021,569.24,379.49,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,948.73,189.75,842.02,842.02,69000000.0,32000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328357,THA,MYS,31.97709344,7048.470728,1223463.613,17057.146542,505568.0,463026.8185,71.727332,254099887.41,320261003.24,5.9,7.94,4.143297598,10904.487911,886597.3526,25861.590536,373832.0,341157.9803,34.2823985,269840936.93,417142772.68,2.71,4.72
THA,MYS,2022,289.72,193.15,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,482.87,96.57,2204.83,2204.83,69000000.0,32000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328360,THA,MYS,35.06135021,6906.2623244,1255244.967,17498.281314,495423.0,475054.6541,71.735329,6189210000.0,4126170000.0,,,4.401076345,11731.408457,963289.5151,27764.110892,407027.0,370668.7195,34.695493,5736740000.0,3824480000.0,,
THA,MYS,2023,342.57,228.38,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,570.96,114.19,1400.07,1400.07,69000000.0,32000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328363,THA,MYS,34.80218858,7178.4635626,1278737.038,17833.941595,514713.317,483945.3629,71.702435,5371800000.0,3581190000.0,,,4.560623432,11830.708719,998742.0406,28432.886398,415569.0,384310.6641,35.126298,5202000000.0,3467990000.0,,
THA,MMR,2010,51.48,34.32,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,85.8,17.16,1511.13,274.75,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328366,THA,MMR,31.685705,4973.8662593,967545.2153,14108.384517,341105.0,366173.0337,68.5794475,164369019.73,211874428.67,6.86,8.59,5.6348833333,1010.5341734,153346.0143,3127.9540515,49540.81334,41337.63841,49.024382,9202795.03,6633405.34,5.79,8.16
THA,MMR,2011,53.0,35.33,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,88.33,17.67,1621.99,294.91,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328369,THA,MMR,30.49173333,5373.6270565,975673.9024,14138.7245,370819.0,369249.3819,69.007208,196258832.76,244596852.61,6.81,8.71,5.444108333,1213.6289871,161920.3297,3276.4249182,59977.32609,43649.02518,49.41982,12731375.26,8496129.33,4.45,8.63
THA,MMR,2012,102.42,68.28,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,170.71,34.14,2001.32,363.88,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328373,THA,MMR,31.083091667,5725.5233438,1046339.103,15069.09422,397558.0,395993.0322,69.436098,218327275.01,239002179.1,6.51,8.68,640.65341667,1202.6658958,173793.4139,3487.2054619,59937.79664,46849.66435,49.837446,15889773.26,8602675.0,9.24,11.99
THA,MMR,2013,66.67,44.45,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,111.12,22.22,1388.13,252.39,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328376,THA,MMR,30.72596667,6018.0873495,1074459.062,15383.45337,420334.0,406635.1919,69.8451145,220237585.45,238097919.89,7.1,9.08,933.5704564,1199.0956284,188437.2487,3749.0506486,60269.73288,50797.21755,50.2626575,19371503.38,10994957.89,5.02,7.95
THA,MMR,2014,40.54,27.03,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,67.57,13.51,1041.84,189.43,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328379,THA,MMR,32.47983333,5801.1973604,1085038.904,15452.791964,407339.0,410639.1937,70.2163665,204283910.67,244508257.83,6.47,8.41,984.3457476,1291.3198017,203495.1102,4015.1647875,65446.19692,54856.38033,50.6816335,23079599.53,24209688.65,1.91,7.88
THA,MMR,2015,45.63,30.42,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,76.06,15.21,1338.6,243.38,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328383,THA,MMR,34.24771667,5688.8499365,1119042.75,15863.767088,401296.0,423508.1441,70.5407955,189862592.21,236153735.35,7.21,8.89,1162.615329,1168.3013355,217725.1983,4261.6798484,59687.41177,58692.39939,51.0890555,23281788.61,13459657.83,2.19,8.22
THA,MMR,2016,37.31,24.87,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,62.19,12.44,1874.2,340.76,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328386,THA,MMR,35.296383333,5833.5721792,1157483.213,16334.826448,413366.0,438056.1579,70.8598415,186050893.48,241433220.77,7.19,8.45,1234.8695167,1227.6005259,230871.3084,4483.3127103,63216.14349,62236.20946,51.495696,22601988.41,11604464.61,4.53,9.35
THA,MMR,2017,85.17,56.78,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,141.95,28.39,869.06,158.01,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328390,THA,MMR,33.93981106,6413.0944456,1205839.839,16945.428193,456357.0,456357.0,71.160187,209958739.12,262594747.06,6.32,8.35,1360.358707,1272.861924,245037.8218,4721.8058493,66055.09063,66055.09063,51.894938,23884140.37,13356708.18,6.6,11.66
THA,MMR,2018,95.07,63.38,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,158.45,31.69,2151.58,391.2,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328394,THA,MMR,32.310225743,7099.7736307,1256761.95,17607.607148,506754.0,475628.765,71.3760785,231250511.36,280430322.8,6.64,8.47,1429.8079752,1298.1237569,260398.9052,4981.590091,67855.84501,70195.99325,52.2722465,26246879.44,16647942.23,5.1,11.68
THA,MMR,2019,101.31,67.54,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,168.85,33.77,1012.73,184.13,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328397,THA,MMR,31.047605781,7605.7008872,1283337.04,17943.180803,543977.0,485686.2603,71.522271,219755477.99,274455584.07,6.45,8.65,1518.2551167,1426.1212246,277530.8358,5272.1709108,75072.03809,74814.26491,52.640713,27595532.25,19605652.81,4.5,12.09
THA,MMR,2020,132.65,88.43,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,221.09,44.22,1492.91,271.44,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328400,THA,MMR,31.29367321,6985.5756128,1205477.324,16826.526547,500457.0,456219.8044,71.6414835,197955677.83,260938320.44,5.67,7.81,1381.619167,1490.9634366,252418.883,4761.136262,79045.69509,68044.81067,53.0165215,26749965.59,19487639.33,5.18,11.66
THA,MMR,2021,95.93,63.95,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,159.88,31.98,2424.83,440.88,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328403,THA,MMR,31.97709344,7048.470728,1223463.613,17057.146542,505568.0,463026.8185,71.727332,254099887.41,320261003.24,5.9,7.94,,1241.1764379,222087.2906,4159.9428004,66262.81309,59868.293,53.387102,23714433.0,21028569.88,4.67,10.16
THA,MMR,2022,119.26,79.51,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,198.77,39.75,1473.29,267.87,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328406,THA,MMR,35.06135021,6906.2623244,1255244.967,17498.281314,495423.0,475054.6541,71.735329,6189210000.0,4126170000.0,,,,1158.243808,231054.0494,4298.1372241,62263.46626,62285.47113,53.7567875,738790000.0,492520000.0,,
THA,MMR,2023,120.59,80.39,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,200.99,40.2,941.16,171.12,69000000.0,54000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328409,THA,MMR,34.80218858,7178.4635626,1278737.038,17833.941595,514713.317,483945.3629,71.702435,5371800000.0,3581190000.0,,,,1201.0140949,236937.2162,4376.8814889,65015.45381,63871.40228,54.1337975,1234700000.0,823130000.0,,
THA,PHL,2010,211.3,140.87,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,352.17,70.43,900.28,736.59,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328413,THA,PHL,31.685705,4973.8662593,967545.2153,14108.384517,341105.0,366173.0337,68.5794475,164369019.73,211874428.67,6.86,8.59,45.10966418,2162.914868,556132.0009,5772.7693337,208369.0,213885.5103,96.337125,81191867.02,74211412.35,2.61,5.28
THA,PHL,2011,431.58,287.72,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,719.3,143.86,2252.44,1842.91,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328416,THA,PHL,30.49173333,5373.6270565,975673.9024,14138.7245,370819.0,369249.3819,69.007208,196258832.76,244596852.61,6.81,8.71,43.31313692,2383.9216583,577589.4301,5878.8557278,234217.0,222137.9273,98.2486145,90071980.42,76488235.67,3.13,5.75
THA,PHL,2012,324.34,216.23,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,540.56,108.11,517.27,423.22,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328419,THA,PHL,31.083091667,5725.5233438,1046339.103,15069.09422,397558.0,395993.0322,69.436098,218327275.01,239002179.1,6.51,8.68,42.228794735,2614.6210133,617424.6938,6163.4293491,261921.0,237458.3651,100.1755125,97949121.17,76273613.28,3.3,6.01
THA,PHL,2013,313.6,209.07,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,522.67,104.53,738.34,604.1,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328422,THA,PHL,30.72596667,6018.0873495,1074459.062,15383.45337,420334.0,406635.1919,69.8451145,220237585.45,238097919.89,7.1,9.08,42.44618483,2781.281256,659103.8222,6456.9698329,283903.0,253487.9437,102.076336,104640779.01,74659271.09,3.31,5.95
THA,PHL,2014,130.02,86.68,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,216.69,43.34,1701.55,1392.18,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328426,THA,PHL,32.47983333,5801.1973604,1085038.904,15452.791964,407339.0,410639.1937,70.2163665,204283910.67,244508257.83,6.47,8.41,44.3951543,2866.8423228,700943.4983,6754.9666094,297484.0,269579.2682,103.76713,113955943.65,81117418.86,2.21,5.01
THA,PHL,2015,520.84,347.23,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,868.06,173.61,1554.55,1271.91,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328429,THA,PHL,34.24771667,5688.8499365,1119042.75,15863.767088,401296.0,423508.1441,70.5407955,189862592.21,236153735.35,7.21,8.89,45.50283994,2909.8594165,745441.9398,7078.3474022,306446.0,286693.1402,105.3129915,105170754.58,76957535.29,1.99,5.41
THA,PHL,2016,63.5,42.33,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,105.83,21.17,858.53,702.44,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328432,THA,PHL,35.296383333,5833.5721792,1157483.213,16334.826448,413366.0,438056.1579,70.8598415,186050893.48,241433220.77,7.19,8.45,47.492463859,2985.195612,798736.4434,7483.3097194,318627.0,307189.9325,106.735719,111480922.71,77716921.84,2.04,5.13
THA,PHL,2017,531.98,354.65,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,886.63,177.33,1010.68,826.92,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328435,THA,PHL,33.93981106,6413.0944456,1205839.839,16945.428193,456357.0,456357.0,71.160187,209958739.12,262594747.06,6.32,8.35,50.40371979,3038.1236699,854096.1729,7899.5430458,328481.0,328481.0,108.1196935,125799186.31,90375624.19,1.93,5.07
THA,PHL,2018,307.22,204.82,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,512.04,102.41,1702.72,1393.14,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328439,THA,PHL,32.310225743,7099.7736307,1256761.95,17607.607148,506754.0,475628.765,71.3760785,231250511.36,280430322.8,6.64,8.47,52.661429954,3168.5113253,908259.0931,8297.2339647,346842.0,349311.7808,109.4652865,137351788.29,97024300.51,1.92,4.9
THA,PHL,2019,50.95,33.97,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,84.92,16.98,420.06,343.68,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328442,THA,PHL,31.047605781,7605.7008872,1283337.04,17943.180803,543977.0,485686.2603,71.522271,219755477.99,274455584.07,6.45,8.65,51.795782652,3400.7858522,963830.4535,8698.463125,376823.0,370684.2405,110.8046835,136053277.19,94371725.13,1.9,5.09
THA,PHL,2020,268.48,178.99,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,447.47,89.49,724.35,592.65,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328445,THA,PHL,31.29367321,6985.5756128,1205477.324,16826.526547,500457.0,456219.8044,71.6414835,197955677.83,260938320.44,5.67,7.81,49.624096,3227.5778046,872092.0987,7780.8910033,361751.0,335402.1406,112.081264,122722239.34,87263105.03,1.95,5.1
THA,PHL,2021,154.0,102.67,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,256.67,51.33,589.0,481.91,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328448,THA,PHL,31.97709344,7048.470728,1223463.613,17057.146542,505568.0,463026.8185,71.727332,254099887.41,320261003.24,5.9,7.94,49.25459773,3484.3827572,921929.964,8151.3900988,394087.0,354569.5275,113.10095,160694229.05,108774557.15,1.88,4.82
THA,PHL,2022,582.37,388.25,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,970.61,194.12,1103.8,903.11,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328451,THA,PHL,35.06135021,6906.2623244,1255244.967,17498.281314,495423.0,475054.6541,71.735329,6189210000.0,4126170000.0,,,54.47778584,3547.4605944,991721.9491,8702.0375159,404284.0,381411.1665,113.9643385,4945060000.0,3296700000.0,,
THA,PHL,2023,145.61,97.07,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,242.68,48.54,1859.11,1521.09,69000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328455,THA,PHL,34.80218858,7178.4635626,1278737.038,17833.941595,514713.317,483945.3629,71.702435,5371800000.0,3581190000.0,,,55.63036322,3800.3084988,1046941.755,9112.4626091,436622.0,402648.4199,114.891199,4090480000.0,2726990000.0,,
THA,SGP,2010,291.77,194.52,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,486.29,97.26,2069.41,2257.53,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328458,THA,SGP,31.685705,4973.8662593,967545.2153,14108.384517,341105.0,366173.0337,68.5794475,164369019.73,211874428.67,6.86,8.59,1.3635083333,47234.063172,396959.2275,78187.538482,239808.0,254682.8344,5.077014,283683816.14,219320306.12,3.42,4.45
THA,SGP,2011,70.07,46.71,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,116.78,23.36,1903.09,2076.1,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328461,THA,SGP,30.49173333,5373.6270565,975673.9024,14138.7245,370819.0,369249.3819,69.007208,196258832.76,244596852.61,6.81,8.71,1.257775877,53906.429248,421629.9434,81360.574725,279356.0,270511.18,5.182239,333904541.89,255739125.84,3.68,4.6
THA,SGP,2012,186.76,124.5,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,311.26,62.25,1036.39,1130.6,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328465,THA,SGP,31.083091667,5725.5233438,1046339.103,15069.09422,397558.0,395993.0322,69.436098,218327275.01,239002179.1,6.51,8.68,1.2496762037,55747.982913,440331.0581,83185.871244,295093.0,282509.5228,5.2933395,344457775.95,265072169.74,3.48,4.64
THA,SGP,2013,646.95,431.3,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1078.25,215.65,250.89,273.69,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328468,THA,SGP,30.72596667,6018.0873495,1074459.062,15383.45337,420334.0,406635.1919,69.8451145,220237585.45,238097919.89,7.1,9.08,1.2513,57110.935973,461545.4358,85700.093091,307576.0,296120.3359,5.3855885,350901223.86,253325699.57,3.43,4.53
THA,SGP,2014,660.67,440.45,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1101.12,220.22,2392.03,2609.49,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328471,THA,SGP,32.47983333,5801.1973604,1085038.904,15452.791964,407339.0,410639.1937,70.2163665,204283910.67,244508257.83,6.47,8.41,1.26705,57689.58757,479709.2544,87892.642665,314864.0,307773.9579,5.4579,356379052.39,255300011.35,2.67,4.31
THA,SGP,2015,327.98,218.65,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,546.64,109.33,1110.71,1211.69,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328474,THA,SGP,34.24771667,5688.8499365,1119042.75,15863.767088,401296.0,423508.1441,70.5407955,189862592.21,236153735.35,7.21,8.89,1.374825,55743.000046,493990.1056,89404.480141,307999.0,316936.3288,5.5253395,307870281.7,228530657.09,2.99,4.46
THA,SGP,2016,267.99,178.66,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,446.65,89.33,1983.01,2163.28,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328478,THA,SGP,35.296383333,5833.5721792,1157483.213,16334.826448,413366.0,438056.1579,70.8598415,186050893.48,241433220.77,7.19,8.45,1.3815463636,57195.057772,511781.8265,91751.218172,319030.0,328351.2187,5.5779295,291595859.83,209145163.17,3.04,4.41
THA,SGP,2017,203.15,135.44,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,338.59,67.72,1036.89,1131.15,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328482,THA,SGP,33.93981106,6413.0944456,1205839.839,16945.428193,456357.0,456357.0,71.160187,209958739.12,262594747.06,6.32,8.35,1.380925,61254.138392,535039.5336,95473.240355,343273.0,343273.0,5.6040785,324115886.89,241173092.07,2.66,4.42
THA,SGP,2018,718.32,478.88,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1197.21,239.44,2064.99,2252.72,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328486,THA,SGP,32.310225743,7099.7736307,1256761.95,17607.607148,506754.0,475628.765,71.3760785,231250511.36,280430322.8,6.64,8.47,1.3488416667,66887.519535,554170.4852,98355.367925,376869.0,355547.1195,5.6343695,350767605.1,273959660.24,3.2,5.12
THA,SGP,2019,538.51,359.01,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,897.52,179.5,1941.87,2118.4,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328489,THA,SGP,31.047605781,7605.7008872,1283337.04,17943.180803,543977.0,485686.2603,71.522271,219755477.99,274455584.07,6.45,8.65,1.3641583333,66466.857011,561548.2835,99046.140421,376838.0,360280.5995,5.6695625,337952557.56,255470223.87,2.93,4.97
THA,SGP,2020,285.94,190.62,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,476.56,95.31,2419.31,2639.25,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328492,THA,SGP,31.29367321,6985.5756128,1205477.324,16826.526547,500457.0,456219.8044,71.6414835,197955677.83,260938320.44,5.67,7.81,1.379741667,61989.799028,539641.0343,96018.965026,348392.0,346225.2509,5.6201505,312681362.45,243048065.88,2.07,4.61
THA,SGP,2021,325.67,217.11,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,542.78,108.56,1627.28,1775.22,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328496,THA,SGP,31.97709344,7048.470728,1223463.613,17057.146542,505568.0,463026.8185,71.727332,254099887.41,320261003.24,5.9,7.94,1.343483333,76410.898096,587574.2688,105940.05521,423797.0,376978.4648,5.54629,366827604.72,297256085.21,1.7,4.17
THA,SGP,2022,141.49,94.33,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,235.82,47.16,1279.48,1395.8,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328500,THA,SGP,35.06135021,6906.2623244,1255244.967,17498.281314,495423.0,475054.6541,71.735329,6189210000.0,4126170000.0,,,1.378666667,82619.034071,609003.565,107790.4451,466788.0,390727.1662,5.6498845,5600720000.0,3733820000.0,,
THA,SGP,2023,152.99,101.99,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,254.98,51.0,984.11,1073.57,69000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328503,THA,SGP,34.80218858,7178.4635626,1278737.038,17833.941595,514713.317,483945.3629,71.702435,5371800000.0,3581190000.0,,,1.342766667,81110.040534,615551.5925,106329.60373,469553.284,394928.2783,5.7890895,6452860000.000001,4301900000.0,,
THA,VNM,2010,66.93,44.62,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,111.55,22.31,2079.66,1512.48,69000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328506,THA,VNM,31.685705,4973.8662593,967545.2153,14108.384517,341105.0,366173.0337,68.5794475,164369019.73,211874428.67,6.86,8.59,18612.916667,1683.1598537,552831.6656,6321.316196,147201.0,182760.9027,87.4551515,98169568.36,76816118.48,8.15,11.06
THA,VNM,2011,403.77,269.18,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,672.95,134.59,1048.66,762.66,69000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328510,THA,VNM,30.49173333,5373.6270565,975673.9024,14138.7245,370819.0,369249.3819,69.007208,196258832.76,244596852.61,6.81,8.71,20509.75,1950.9244858,588285.8207,6649.6782193,172595.0,194481.71,88.468314,123383970.95,99879200.19,7.49,10.34
THA,VNM,2012,386.59,257.73,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,644.32,128.86,2031.6,1477.53,69000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328513,THA,VNM,31.083091667,5725.5233438,1046339.103,15069.09422,397558.0,395993.0322,69.436098,218327275.01,239002179.1,6.51,8.68,20828.0,2185.1214746,620669.0699,6934.0476466,195591.0,205187.3049,89.5103555,132638064.4,129603396.99,6.76,9.48
THA,VNM,2013,246.19,164.13,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,410.32,82.06,267.33,194.42,69000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.328516,THA,VNM,30.72596667,6018.0873495,1074459.062,15383.45337,420334.0,406635.1919,69.8451145,220237585.45,238097919.89,7.1,9.08,20933.41667,2359.5194441,655138.041,7233.251507,213709.0,216582.4196,90.573104,164165747.95,147140082.36,6.69,9.24
